date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-06-12,36.4259,36.4884,35.9617,36.2206,29823030,29823030,-0.249919,-0.685,36.1694,"Jun 12, 14",0
2014-06-13,36.6847,37.0998,36.4705,36.8008,26310697,26310697,0.580171,1.602,36.8165,"Jun 13, 14",0.016018508804382173
2014-06-16,36.6312,37.1399,36.6312,37.0418,24205297,24205297,0.240997,0.655,36.9901,"Jun 16, 14",0.022672181024058262
2014-06-17,36.8543,37.4077,36.0019,37.2024,22518630,22518630,0.160661,0.434,37.2081,"Jun 17, 14",0.027106121930614065
2014-06-18,37.1355,37.256,36.7561,37.1756,27097228,27097228,-0.026776,-0.072,36.9573,"Jun 18, 14",0.026366211492907504
2014-06-19,37.1042,37.2827,36.8901,37.0507,19837767,19837767,-0.12496,-0.336,37.0591,"Jun 19, 14",0.02291789755001302
2014-06-20,36.9927,37.3363,36.9346,37.2024,47765407,47765407,0.151736,0.41,37.2514,"Jun 20, 14",0.027106121930614065
2014-06-23,37.247,37.488,37.2113,37.4791,18743905,18743905,0.276698,0.744,37.9986,"Jun 23, 14",0.034745421113951874
2014-06-24,37.3363,37.4345,37.0953,37.2604,26518274,26518274,-0.218681,-0.583,37.2469,"Jun 24, 14",0.02870742063908383
2014-06-25,37.2203,37.5327,37.006,37.5148,20051576,20051576,0.254384,0.683,37.3617,"Jun 25, 14",0.035731048077613396
2014-06-26,37.4256,37.4345,36.9793,37.2381,23604409,23604409,-0.2767,-0.738,37.1561,"Jun 26, 14",0.028091748894275785
2014-06-27,37.1399,37.7469,37.0507,37.7112,74641945,74641945,0.473063,1.27,42.1208,"Jun 27, 14",0.041153376807673
2014-06-30,37.6398,37.6755,37.2203,37.2203,30805472,30805472,-0.490912,-1.302,37.4767,"Jun 30, 14",0.027600315842366066
2014-07-01,37.3631,37.6219,37.2113,37.372,26922597,26922597,0.151737,0.408,37.4301,"Jul 1, 14",0.03178854022296711
2014-07-02,37.247,37.3988,37.0685,37.3988,20208526,20208526,0.026778,0.072,37.2467,"Jul 2, 14",0.03252845066067387
2014-07-03,37.4077,37.4791,37.0953,37.3095,15969310,15969310,-0.089259,-0.239,37.2794,"Jul 3, 14",0.03006300282159883
2014-07-07,37.2649,37.5951,37.2292,37.4791,21953619,21953619,0.16959,0.455,37.5724,"Jul 7, 14",0.034745421113951874
2014-07-08,37.372,37.488,37.1399,37.2917,31218208,31218208,-0.187439,-0.5,37.3359,"Jul 8, 14",0.02957156976968911
2014-07-09,37.4702,37.4791,37.0685,37.1935,18445910,18445910,-0.098187,-0.263,37.2125,"Jul 9, 14",0.026860405404659306
2014-07-10,36.9257,37.488,36.6401,37.2069,21856832,21856832,0.013389,0.036,37.2107,"Jul 10, 14",0.027230360623512587
2014-07-11,37.2203,37.5684,37.0239,37.5684,24087374,24087374,0.361493,0.972,37.3647,"Jul 11, 14",0.03721086895302672
2014-07-14,37.6844,37.8897,37.5237,37.613,21882943,21882943,0.044632,0.119,37.7122,"Jul 14, 14",0.038442212442643196
2014-07-15,37.7826,37.9075,37.5148,37.8897,28758961,28758961,0.276697,0.736,37.7498,"Jul 15, 14",0.04608151162598081
2014-07-16,37.9432,39.5499,37.9165,39.3446,63322372,63322372,1.4549,3.84,38.9528,"Jul 16, 14",0.08624926146999229
2014-07-17,40.5674,40.7995,39.4963,39.7462,82180263,82180263,0.401657,1.021,40.0753,"Jul 17, 14",0.09733687459622438
2014-07-18,39.8534,40.0229,39.4963,39.8891,43407490,43407490,0.142815,0.359,39.7629,"Jul 18, 14",0.10128214331071274
2014-07-21,39.773,40.3086,39.4695,40.0185,37604378,37604378,0.129424,0.324,39.9376,"Jul 21, 14",0.10485469594650575
2014-07-22,40.1658,40.2996,39.7998,40.014,43095820,43095820,-0.004466,-0.011,40.0579,"Jul 22, 14",0.10473045725360722
2014-07-23,40.5674,40.5674,39.8266,40.0497,52363948,52363948,0.035701,0.089,40.203,"Jul 23, 14",0.10571608421726875
2014-07-24,40.1033,40.1658,39.5588,39.6302,30725348,30725348,-0.419509,-1.047,39.7586,"Jul 24, 14",0.09413427717928485
2014-07-25,39.541,39.8623,39.541,39.7195,26737724,26737724,0.089261,0.225,39.7066,"Jul 25, 14",0.0965997250183597
2014-07-28,39.5945,39.7284,39.2107,39.2464,29687677,29687677,-0.473065,-1.191,39.4272,"Jul 28, 14",0.08353809710496247
2014-07-29,39.1928,39.3535,38.9519,39.1705,27764099,27764099,-0.075871,-0.193,39.202,"Jul 29, 14",0.08144260448474072
2014-07-30,39.3357,39.3624,38.6395,38.897,31925735,31925735,-0.273571,-0.698,38.8366,"Jul 30, 14",0.07389165281635315
2014-07-31,38.7198,38.9965,38.452,38.5234,31540882,31540882,-0.373543,-0.96,38.6788,"Jul 31, 14",0.06357708044593421
